name;train_test;label;img_size;min_pixel;max_pixel
C133P94ThinF_IMG_20151004_155144_cell_135.png;train;parasitized;(124, 130);0;225
C168P129ThinF_IMG_20151118_160516_cell_94.png;train;parasitized;(175, 190);0;224
C132P93ThinF_IMG_20151004_152642_cell_37.png;train;parasitized;(130, 124);0;228
C131P92ThinF_IMG_20151004_145224_cell_137.png;train;parasitized;(136, 115);0;232
C189P150ThinF_IMG_20151203_141406_cell_98.png;train;parasitized;(106, 121);0;196
C132P93ThinF_IMG_20151004_152808_cell_15.png;train;parasitized;(136, 136);0;231
C51AP12thinF_IMG_20150724_161126_cell_115.png;train;parasitized;(115, 145);0;217
C140P101ThinF_IMG_20151005_210207_cell_167.png;train;parasitized;(118, 142);0;226
C80P41ThinF_IMG_20150817_111121_cell_142.png;train;parasitized;(136, 151);0;218
C99P60ThinF_IMG_20150918_141351_cell_104.png;train;parasitized;(136, 148);0;231
C132P93ThinF_IMG_20151004_151701_cell_138.png;train;parasitized;(157, 127);0;239
C137P98ThinF_IMG_20151005_155704_cell_66.png;train;parasitized;(139, 175);0;223
C116P77ThinF_IMG_20150930_171635_cell_94.png;train;parasitized;(109, 109);0;220
C182P143NThinF_IMG_20151201_171905_cell_159.png;train;parasitized;(121, 106);0;207
C68P29N_ThinF_IMG_20150819_133447_cell_168.png;train;parasitized;(136, 121);0;231
C67P28N_ThinF_IMG_20150819_132441_cell_164.png;train;parasitized;(163, 163);0;230
C173P134NThinF_IMG_20151130_115339_cell_253.png;train;parasitized;(127, 97);0;215
C160P121ThinF_IMG_20151116_094128_cell_159.png;train;parasitized;(112, 103);0;209
C99P60ThinF_IMG_20150918_141351_cell_110.png;train;parasitized;(145, 139);0;228
C80P41ThinF_IMG_20150817_111121_cell_156.png;train;parasitized;(142, 136);0;220
C171P132ThinF_IMG_20151119_153150_cell_132.png;train;parasitized;(133, 121);0;216
C178P139NThinF_IMG_20151201_155012_cell_151.png;train;parasitized;(100, 115);0;210
C99P60ThinF_IMG_20150918_141001_cell_98.png;train;parasitized;(136, 148);0;237
C39P4thinF_original_IMG_20150622_114804_cell_6.png;train;parasitized;(130, 115);0;229
C101P62ThinF_IMG_20150923_170246_cell_19.png;train;parasitized;(115, 154);0;227
C120P81ThinF_IMG_20151002_130407_cell_196.png;train;parasitized;(127, 163);0;231
C128P89ThinF_IMG_20151004_130408_cell_155.png;train;parasitized;(142, 139);0;227
C183P144NThinF_IMG_20151201_222917_cell_160.png;train;parasitized;(136, 133);0;211
C116P77ThinF_IMG_20150930_172112_cell_106.png;train;parasitized;(124, 115);0;226
C175P136NThinF_IMG_20151127_141428_cell_233.png;train;parasitized;(136, 148);0;214
C99P60ThinF_IMG_20150918_141314_cell_122.png;train;parasitized;(133, 115);0;238
C91P52ThinF_IMG_20150821_125256_cell_18.png;train;parasitized;(163, 121);0;223
C91P52ThinF_IMG_20150821_124739_cell_170.png;train;parasitized;(142, 130);0;232
C120P81ThinF_IMG_20151002_131120_cell_189.png;train;parasitized;(124, 151);0;230
C116P77ThinF_IMG_20150930_172112_cell_112.png;train;parasitized;(133, 106);0;234
C52P13thinF_IMG_20150725_124830_cell_173.png;train;parasitized;(142, 133);0;222
C175P136NThinF_IMG_20151127_141428_cell_227.png;train;parasitized;(148, 148);0;228
C99P60ThinF_IMG_20150918_141314_cell_136.png;train;parasitized;(145, 139);0;233
C81P42ThinF_IMG_20150817_115942_cell_218.png;train;parasitized;(178, 148);0;220
C113P74ThinF_IMG_20150930_134355_cell_168.png;train;parasitized;(127, 124);0;230
C120P81ThinF_IMG_20151002_130407_cell_182.png;train;parasitized;(103, 151);0;221
C175P136NThinF_IMG_20151127_141253_cell_244.png;train;parasitized;(160, 133);0;219
C48P9thinF_IMG_20150721_164031_cell_23.png;train;parasitized;(181, 157);0;221
C179P140ThinF_IMG_20151127_153436_cell_163.png;train;parasitized;(124, 142);0;199
C132P93ThinF_IMG_20151004_153030_cell_8.png;train;parasitized;(112, 142);0;238
C134P95ThinF_IMG_20151005_121834_cell_121.png;train;parasitized;(145, 139);0;225
C176P137NThinF_IMG_20151201_122811_cell_137.png;train;parasitized;(124, 130);0;217
C105P66ThinF_IMG_20150924_095130_cell_155.png;train;parasitized;(127, 169);0;235
C99P60ThinF_IMG_20150918_141620_cell_5.png;train;parasitized;(142, 148);0;237
C97P58ThinF_IMG_20150917_151512_cell_156.png;train;parasitized;(163, 136);0;227
C80P41ThinF_IMG_20150817_111802_cell_16.png;train;parasitized;(151, 106);0;223
C33P1thinF_IMG_20150619_121229a_cell_178.png;train;parasitized;(121, 121);0;236
C93P54ThinF_IMG_20150821_162641_cell_217.png;train;parasitized;(109, 109);0;233
C71P32_ThinF_IMG_20150813_162016_cell_243.png;train;parasitized;(190, 172);0;225
C137P98ThinF_IMG_20151005_162010_cell_74.png;train;parasitized;(145, 115);0;219
C89P50ThinF_IMG_20150820_163728_cell_194.png;train;parasitized;(151, 160);0;230
C183P144NThinF_IMG_20151201_222917_cell_148.png;train;parasitized;(133, 139);0;220
C175P136NThinF_IMG_20151127_141253_cell_250.png;train;parasitized;(148, 163);0;219
C143P104ThinF_IMG_20151005_225528_cell_181.png;train;parasitized;(145, 163);0;233
C179P140ThinF_IMG_20151127_153436_cell_177.png;train;parasitized;(130, 139);0;213
C132P93ThinF_IMG_20151004_151811_cell_134.png;train;parasitized;(139, 109);0;236
C237ThinF_IMG_20151127_105345_cell_24.png;train;parasitized;(148, 148);0;210
C179P140ThinF_IMG_20151127_153350_cell_179.png;train;parasitized;(139, 139);0;212
C113P74ThinF_IMG_20150930_135904_cell_189.png;train;parasitized;(118, 142);0;232
C180P141NThinF_IMG_20151201_165528_cell_155.png;train;parasitized;(163, 166);0;209
C39P4thinF_original_IMG_20150622_111942_cell_20.png;train;parasitized;(130, 118);0;225
C81P42ThinF_IMG_20150817_120712_cell_161.png;train;parasitized;(130, 142);0;221
C97P58ThinF_IMG_20150917_151437_cell_156.png;train;parasitized;(136, 121);0;224
C52P13thinF_IMG_20150725_130013_cell_191.png;train;parasitized;(121, 133);0;217
C39P4thinF_original_IMG_20150622_111206_cell_105.png;train;parasitized;(139, 136);0;224
C115P76ThinF_IMG_20150930_162315_cell_45.png;train;parasitized;(136, 169);0;226
C82P43ThinF_IMG_20150817_125114_cell_16.png;train;parasitized;(142, 172);0;226
C136P97ThinF_IMG_20151005_142627_cell_25.png;train;parasitized;(130, 142);0;227
C133P94ThinF_IMG_20151004_155912_cell_2.png;train;parasitized;(127, 130);0;231
C80P41ThinF_IMG_20150817_110348_cell_118.png;train;parasitized;(139, 136);0;219
C152P113ThinF_IMG_20151115_124217_cell_162.png;train;parasitized;(127, 151);0;213
C149P110ThinF_IMG_20151115_114555_cell_308.png;train;parasitized;(109, 136);0;221
C144P105ThinF_IMG_20151015_160908_cell_282.png;train;parasitized;(136, 151);0;200
C140P101ThinF_IMG_20151005_205922_cell_191.png;train;parasitized;(115, 130);0;237
C182P143NThinF_IMG_20151201_172257_cell_194.png;train;parasitized;(145, 133);0;211
C99P60ThinF_IMG_20150918_142334_cell_8.png;train;parasitized;(139, 148);0;229
C185P146ThinF_IMG_20151203_110817_cell_258.png;train;parasitized;(136, 118);0;216
C48P9thinF_IMG_20150721_161055_cell_168.png;train;parasitized;(154, 160);0;223
C119P80ThinF_IMG_20151002_123608_cell_143.png;train;parasitized;(127, 151);0;226
C91P52ThinF_IMG_20150821_125423_cell_17.png;train;parasitized;(166, 160);0;228
C182P143NThinF_IMG_20151201_172216_cell_192.png;train;parasitized;(79, 82);0;196
C84P45ThinF_IMG_20150818_101257_cell_84.png;train;parasitized;(115, 124);0;216
C80P41ThinF_IMG_20150817_110608_cell_154.png;train;parasitized;(139, 124);0;213
C180P141NThinF_IMG_20151201_165528_cell_169.png;train;parasitized;(118, 124);0;209
C130P91ThinF_IMG_20151004_135449_cell_129.png;train;parasitized;(142, 124);0;227
C120P81ThinF_IMG_20151002_125443_cell_132.png;train;parasitized;(106, 124);0;224
C145P106ThinF_IMG_20151016_155121_cell_196.png;train;parasitized;(118, 130);0;209
C99P60ThinF_IMG_20150918_140900_cell_132.png;train;parasitized;(124, 139);0;230
C136P97ThinF_IMG_20151005_142627_cell_19.png;train;parasitized;(130, 151);0;238
C99P60ThinF_IMG_20150918_140900_cell_126.png;train;parasitized;(139, 148);0;234
C182P143NThinF_IMG_20151201_172216_cell_186.png;train;parasitized;(112, 130);0;206
C84P45ThinF_IMG_20150818_101257_cell_90.png;train;parasitized;(103, 94);0;215
C80P41ThinF_IMG_20150817_110608_cell_140.png;train;parasitized;(127, 109);0;209
C179P140ThinF_IMG_20151127_153819_cell_174.png;train;parasitized;(115, 121);0;215
C98P59ThinF_IMG_20150917_153030_cell_160.png;train;parasitized;(142, 133);0;214
C102P63ThinF_IMG_20150918_162051_cell_142.png;train;parasitized;(148, 136);0;242
C80P41ThinF_IMG_20150817_110348_cell_124.png;train;parasitized;(130, 154);0;225
C140P101ThinF_IMG_20151005_205922_cell_185.png;train;parasitized;(148, 154);0;224
C170P131ThinF_IMG_20151119_115918_cell_35.png;train;parasitized;(148, 124);0;215
C124P85ThinF_IMG_20151002_155026_cell_171.png;train;parasitized;(157, 142);0;227
C119P80ThinF_IMG_20151002_122720_cell_169.png;train;parasitized;(124, 127);0;228
C104P65ThinF_IMG_20150918_171154_cell_212.png;train;parasitized;(160, 169);0;234
C46P7ThinF_IMG_20151130_205756_cell_120.png;train;parasitized;(154, 133);0;199
C48P9thinF_IMG_20150721_161055_cell_197.png;train;parasitized;(160, 166);0;228
C99P60ThinF_IMG_20150918_141129_cell_132.png;train;parasitized;(130, 136);0;234
C128P89ThinF_IMG_20151004_130810_cell_153.png;train;parasitized;(139, 139);0;223
C182P143NThinF_IMG_20151201_172607_cell_6.png;train;parasitized;(115, 118);0;209
C116P77ThinF_IMG_20150930_171954_cell_95.png;train;parasitized;(121, 118);0;223
C137P98ThinF_IMG_20151005_163901_cell_84.png;train;parasitized;(127, 124);0;230
C76P37ThinF_IMG_20150815_172808_cell_222.png;train;parasitized;(124, 115);0;220
C39P4thinF_original_IMG_20150622_114609_cell_13.png;train;parasitized;(118, 130);0;222
C68P29N_ThinF_IMG_20150819_134504_cell_149.png;train;parasitized;(145, 136);0;231
C80P41ThinF_IMG_20150817_111544_cell_126.png;train;parasitized;(136, 136);0;221
C180P141NThinF_IMG_20151201_165528_cell_182.png;train;parasitized;(130, 136);0;199
C80P41ThinF_IMG_20150817_111544_cell_132.png;train;parasitized;(154, 121);0;224
C180P141NThinF_IMG_20151201_170110_cell_29.png;train;parasitized;(136, 145);0;210
C99P60ThinF_IMG_20150918_141129_cell_126.png;train;parasitized;(163, 115);0;231
C182P143NThinF_IMG_20151201_172216_cell_179.png;train;parasitized;(109, 106);0;197
C128P89ThinF_IMG_20151004_130810_cell_147.png;train;parasitized;(136, 139);0;231
C116P77ThinF_IMG_20150930_171954_cell_81.png;train;parasitized;(145, 130);0;228
C46P7ThinF_IMG_20151130_205756_cell_134.png;train;parasitized;(100, 103);0;188
C167P128ReThinF_IMG_20151201_105707_cell_237.png;train;parasitized;(115, 130);0;220
C48P9thinF_IMG_20150721_161055_cell_183.png;train;parasitized;(148, 157);0;230
C52P13thinF_IMG_20150725_124606_cell_163.png;train;parasitized;(142, 109);0;215
C137P98ThinF_IMG_20151005_155444_cell_94.png;train;parasitized;(106, 115);0;227
C80P41ThinF_IMG_20150817_112557_cell_21.png;train;parasitized;(121, 166);0;199
C100P61ThinF_IMG_20150918_144348_cell_143.png;train;parasitized;(127, 133);0;225
C63P24N_ThinF_IMG_20150818_143319_cell_165.png;train;parasitized;(127, 154);0;227
C182P143NThinF_IMG_20151201_172257_cell_157.png;train;parasitized;(85, 100);0;195
C71P32_ThinF_IMG_20150813_162554_cell_189.png;train;parasitized;(151, 145);0;226
C39P4thinF_original_IMG_20150622_111326_cell_17.png;train;parasitized;(130, 124);0;227
C113P74ThinF_IMG_20150930_140646_cell_187.png;train;parasitized;(130, 127);0;231
C100P61ThinF_IMG_20150918_145609_cell_145.png;train;parasitized;(121, 136);0;234
C136P97ThinF_IMG_20151005_144449_cell_21.png;train;parasitized;(121, 118);0;224
C84P45ThinF_IMG_20150818_102009_cell_4.png;train;parasitized;(166, 160);0;216
C181P142ThinF_IMG_20151127_160539_cell_202.png;train;parasitized;(106, 103);0;204
C184P145ThinF_IMG_20151203_103824_cell_113.png;train;parasitized;(127, 127);0;206
C182P143NThinF_IMG_20151201_172216_cell_151.png;train;parasitized;(103, 103);0;195
C180P141NThinF_IMG_20151201_170110_cell_15.png;train;parasitized;(115, 118);0;207
C182P143NThinF_IMG_20151201_172607_cell_17.png;train;parasitized;(109, 121);0;201
C182P143NThinF_IMG_20151201_172216_cell_145.png;train;parasitized;(94, 109);0;210
C128P89ThinF_IMG_20151004_131753_cell_129.png;train;parasitized;(148, 148);0;228
C176P137NThinF_IMG_20151201_120845_cell_138.png;train;parasitized;(154, 160);0;206
C100P61ThinF_IMG_20150918_145609_cell_151.png;train;parasitized;(130, 115);0;228
C68P29N_ThinF_IMG_20150819_134504_cell_161.png;train;parasitized;(157, 148);0;222
C116P77ThinF_IMG_20150930_171558_cell_144.png;train;parasitized;(124, 127);0;229
C68P29N_ThinF_IMG_20150819_134504_cell_160.png;train;parasitized;(208, 154);0;226
C112P73ThinF_IMG_20150930_131254_cell_137.png;train;parasitized;(133, 124);0;229
C136P97ThinF_IMG_20151005_144449_cell_34.png;train;parasitized;(109, 130);0;230
C100P61ThinF_IMG_20150918_145609_cell_150.png;train;parasitized;(163, 187);0;231
C176P137NThinF_IMG_20151201_120845_cell_139.png;train;parasitized;(142, 130);0;209
C128P89ThinF_IMG_20151004_131753_cell_128.png;train;parasitized;(136, 136);0;229
C182P143NThinF_IMG_20151201_172216_cell_144.png;train;parasitized;(112, 100);0;196
C182P143NThinF_IMG_20151201_172607_cell_16.png;train;parasitized;(97, 106);0;204
C180P141NThinF_IMG_20151201_170110_cell_14.png;train;parasitized;(139, 142);0;203
C52P13thinF_IMG_20150725_125213_cell_167.png;train;parasitized;(169, 112);0;216
C116P77ThinF_IMG_20150930_171558_cell_145.png;train;parasitized;(121, 136);0;225
C113P74ThinF_IMG_20150930_140646_cell_186.png;train;parasitized;(133, 127);0;231
C39P4thinF_original_IMG_20150622_111326_cell_16.png;train;parasitized;(133, 139);0;224
C182P143NThinF_IMG_20151201_172257_cell_156.png;train;parasitized;(106, 112);0;187
C63P24N_ThinF_IMG_20150818_143319_cell_164.png;train;parasitized;(127, 133);0;219
C116P77ThinF_IMG_20150930_171558_cell_151.png;train;parasitized;(157, 109);0;226
C182P143NThinF_IMG_20151201_172216_cell_150.png;train;parasitized;(109, 112);0;207
C184P145ThinF_IMG_20151203_103824_cell_112.png;train;parasitized;(127, 133);0;217
C181P142ThinF_IMG_20151127_160539_cell_203.png;train;parasitized;(145, 145);0;209
C68P29N_ThinF_IMG_20150819_134504_cell_174.png;train;parasitized;(115, 139);0;229
C84P45ThinF_IMG_20150818_102009_cell_5.png;train;parasitized;(133, 136);0;224
C136P97ThinF_IMG_20151005_144449_cell_20.png;train;parasitized;(112, 115);0;214
C100P61ThinF_IMG_20150918_145609_cell_144.png;train;parasitized;(130, 154);0;226
C116P77ThinF_IMG_20150930_171954_cell_80.png;train;parasitized;(133, 121);0;229
C182P143NThinF_IMG_20151201_172216_cell_178.png;train;parasitized;(139, 118);0;212
C180P141NThinF_IMG_20151201_170110_cell_28.png;train;parasitized;(103, 121);0;202
C99P60ThinF_IMG_20150918_141129_cell_127.png;train;parasitized;(145, 130);0;237
C80P41ThinF_IMG_20150817_111544_cell_133.png;train;parasitized;(154, 151);0;216
C95P56ThinF_IMG_20150821_171530_cell_85.png;train;parasitized;(121, 127);0;224
C180P141NThinF_IMG_20151201_165528_cell_183.png;train;parasitized;(121, 121);0;209
C91P52ThinF_IMG_20150821_125154_cell_195.png;train;parasitized;(148, 193);0;231
C80P41ThinF_IMG_20150817_112557_cell_20.png;train;parasitized;(130, 121);0;216
C137P98ThinF_IMG_20151005_155444_cell_95.png;train;parasitized;(130, 139);0;231
C51AP12thinF_IMG_20150724_155046_cell_94.png;train;parasitized;(112, 133);0;223
C48P9thinF_IMG_20150721_161055_cell_182.png;train;parasitized;(148, 148);0;223
C167P128ReThinF_IMG_20151201_105707_cell_236.png;train;parasitized;(118, 139);0;218
C214ThinF_IMG_20151106_115440_cell_163.png;train;parasitized;(172, 127);0;212
C82P43ThinF_IMG_20150817_125114_cell_1.png;train;parasitized;(136, 136);0;221
C48P9thinF_IMG_20150721_161055_cell_196.png;train;parasitized;(136, 142);0;221
C119P80ThinF_IMG_20151002_122720_cell_168.png;train;parasitized;(124, 124);0;229
C104P65ThinF_IMG_20150918_171154_cell_213.png;train;parasitized;(148, 142);0;230
C46P7ThinF_IMG_20151130_205756_cell_121.png;train;parasitized;(136, 124);0;200
C68P29N_ThinF_IMG_20150819_134504_cell_148.png;train;parasitized;(217, 181);0;224
C80P41ThinF_IMG_20150817_111544_cell_127.png;train;parasitized;(136, 172);0;219
C39P4thinF_original_IMG_20150622_114609_cell_12.png;train;parasitized;(103, 163);0;207
C126P87ThinF_IMG_20151004_104408_cell_151.png;train;parasitized;(118, 121);0;216
C76P37ThinF_IMG_20150815_172808_cell_223.png;train;parasitized;(133, 133);0;218
C137P98ThinF_IMG_20151005_163901_cell_85.png;train;parasitized;(133, 130);0;228
C127P88ThinF_IMG_20151004_111755_cell_118.png;train;parasitized;(127, 133);0;218
C182P143NThinF_IMG_20151201_172607_cell_7.png;train;parasitized;(115, 115);0;206
C116P77ThinF_IMG_20150930_171954_cell_94.png;train;parasitized;(115, 106);0;230
C128P89ThinF_IMG_20151004_130810_cell_152.png;train;parasitized;(127, 181);0;224
C99P60ThinF_IMG_20150918_141129_cell_133.png;train;parasitized;(157, 124);0;234
C80P41ThinF_IMG_20150817_110608_cell_141.png;train;parasitized;(127, 130);0;218
C84P45ThinF_IMG_20150818_101257_cell_91.png;train;parasitized;(139, 136);0;216
C182P143NThinF_IMG_20151201_172216_cell_187.png;train;parasitized;(130, 121);0;211
C99P60ThinF_IMG_20150918_140900_cell_127.png;train;parasitized;(172, 151);0;232
C136P97ThinF_IMG_20151005_142627_cell_18.png;train;parasitized;(127, 145);0;231
C140P101ThinF_IMG_20151005_205922_cell_184.png;train;parasitized;(133, 136);0;236
C182P143NThinF_IMG_20151201_172257_cell_181.png;train;parasitized;(118, 103);0;193
C179P140ThinF_IMG_20151127_153453_cell_173.png;train;parasitized;(112, 115);0;207
C80P41ThinF_IMG_20150817_110348_cell_125.png;train;parasitized;(136, 124);0;215
C114P75ThinF_IMG_20150930_150057_cell_172.png;train;parasitized;(133, 124);0;227
C98P59ThinF_IMG_20150917_153030_cell_161.png;train;parasitized;(151, 169);0;214
C179P140ThinF_IMG_20151127_153819_cell_175.png;train;parasitized;(136, 136);0;203
C119P80ThinF_IMG_20151002_123608_cell_142.png;train;parasitized;(130, 139);0;232
C48P9thinF_IMG_20150721_161055_cell_169.png;train;parasitized;(130, 127);0;220
C99P60ThinF_IMG_20150918_142334_cell_9.png;train;parasitized;(124, 127);0;226
C182P143NThinF_IMG_20151201_172257_cell_195.png;train;parasitized;(121, 100);0;203
C140P101ThinF_IMG_20151005_205922_cell_190.png;train;parasitized;(121, 136);0;231
C144P105ThinF_IMG_20151015_160908_cell_283.png;train;parasitized;(130, 124);0;205
C99P60ThinF_IMG_20150918_140900_cell_133.png;train;parasitized;(136, 133);0;228
C120P81ThinF_IMG_20151002_125443_cell_133.png;train;parasitized;(100, 148);0;232
C130P91ThinF_IMG_20151004_135449_cell_128.png;train;parasitized;(130, 139);0;233
C180P141NThinF_IMG_20151201_165528_cell_168.png;train;parasitized;(142, 139);0;210
C80P41ThinF_IMG_20150817_110608_cell_155.png;train;parasitized;(124, 121);0;213
C84P45ThinF_IMG_20150818_101257_cell_85.png;train;parasitized;(133, 127);0;219
C182P143NThinF_IMG_20151201_172216_cell_193.png;train;parasitized;(127, 124);0;204
C91P52ThinF_IMG_20150821_125423_cell_16.png;train;parasitized;(127, 142);0;234
C133P94ThinF_IMG_20151004_155912_cell_3.png;train;parasitized;(136, 157);0;226
C187P148NThinF_IMG_20151203_154249_cell_138.png;train;parasitized;(118, 121);0;205
C136P97ThinF_IMG_20151005_142627_cell_24.png;train;parasitized;(124, 127);0;216
C82P43ThinF_IMG_20150817_125114_cell_17.png;train;parasitized;(133, 124);0;224
C39P4thinF_original_IMG_20150622_111206_cell_104.png;train;parasitized;(121, 112);0;211
C111P72ThinF_IMG_20150930_112430_cell_191.png;train;parasitized;(118, 166);0;230
C149P110ThinF_IMG_20151115_114555_cell_309.png;train;parasitized;(142, 157);0;228
C147P108ThinF_IMG_20151115_103432_cell_167.png;train;parasitized;(112, 139);0;244
C80P41ThinF_IMG_20150817_110348_cell_119.png;train;parasitized;(112, 88);0;209
C113P74ThinF_IMG_20150930_135904_cell_188.png;train;parasitized;(106, 112);0;220
C179P140ThinF_IMG_20151127_153350_cell_178.png;train;parasitized;(130, 127);0;201
C132P93ThinF_IMG_20151004_151811_cell_135.png;train;parasitized;(109, 109);0;232
C78P39ThinF_IMG_20150606_104936_cell_108.png;train;parasitized;(175, 133);0;228
C52P13thinF_IMG_20150725_130013_cell_190.png;train;parasitized;(142, 142);0;222
C97P58ThinF_IMG_20150917_151437_cell_157.png;train;parasitized;(124, 127);0;226
C81P42ThinF_IMG_20150817_120712_cell_160.png;train;parasitized;(118, 124);0;217
C137P98ThinF_IMG_20151005_162437_cell_88.png;train;parasitized;(124, 121);0;217
C158P119ThinF_IMG_20151115_181136_cell_91.png;train;parasitized;(121, 139);0;213
C39P4thinF_original_IMG_20150622_111942_cell_21.png;train;parasitized;(151, 142);0;224
C180P141NThinF_IMG_20151201_165528_cell_154.png;train;parasitized;(148, 142);0;210
C33P1thinF_IMG_20150619_121229a_cell_179.png;train;parasitized;(109, 115);0;238
C179P140ThinF_IMG_20151127_153436_cell_176.png;train;parasitized;(157, 145);0;211
C143P104ThinF_IMG_20151005_225528_cell_180.png;train;parasitized;(175, 142);0;231
C175P136NThinF_IMG_20151127_141253_cell_251.png;train;parasitized;(148, 136);0;211
C183P144NThinF_IMG_20151201_222917_cell_149.png;train;parasitized;(109, 121);0;207
C89P50ThinF_IMG_20150820_163728_cell_195.png;train;parasitized;(148, 127);0;219
C137P98ThinF_IMG_20151005_162010_cell_75.png;train;parasitized;(106, 118);0;229
C134P95ThinF_IMG_20151005_121834_cell_120.png;train;parasitized;(154, 79);0;218
C132P93ThinF_IMG_20151004_153030_cell_9.png;train;parasitized;(118, 118);0;237
C179P140ThinF_IMG_20151127_153436_cell_162.png;train;parasitized;(118, 121);0;198
C48P9thinF_IMG_20150721_164031_cell_22.png;train;parasitized;(160, 136);0;230
C175P136NThinF_IMG_20151127_141253_cell_245.png;train;parasitized;(136, 133);0;221
C80P41ThinF_IMG_20150817_111802_cell_17.png;train;parasitized;(130, 154);0;222
C99P60ThinF_IMG_20150918_141620_cell_4.png;train;parasitized;(112, 103);0;230
C97P58ThinF_IMG_20150917_151512_cell_157.png;train;parasitized;(115, 136);0;224
C99P60ThinF_IMG_20150918_141314_cell_137.png;train;parasitized;(130, 142);0;229
C175P136NThinF_IMG_20151127_141428_cell_226.png;train;parasitized;(136, 136);0;225
C116P77ThinF_IMG_20150930_172112_cell_113.png;train;parasitized;(115, 127);0;225
C91P52ThinF_IMG_20150821_124739_cell_165.png;train;parasitized;(178, 139);0;227
C120P81ThinF_IMG_20151002_130407_cell_183.png;train;parasitized;(127, 160);0;228
C202ThinF_IMG_20151015_152200_cell_148.png;train;parasitized;(151, 145);0;201
C113P74ThinF_IMG_20150930_134355_cell_169.png;train;parasitized;(157, 133);0;235
C81P42ThinF_IMG_20150817_115942_cell_219.png;train;parasitized;(121, 139);0;212
C110P71ThinF_IMG_20150930_105729_cell_207.png;train;parasitized;(100, 103);0;226
C183P144NThinF_IMG_20151201_222917_cell_161.png;train;parasitized;(112, 127);0;223
C128P89ThinF_IMG_20151004_130408_cell_154.png;train;parasitized;(154, 136);0;228
C120P81ThinF_IMG_20151002_131120_cell_188.png;train;parasitized;(166, 142);0;223
C91P52ThinF_IMG_20150821_124739_cell_171.png;train;parasitized;(148, 142);0;230
C91P52ThinF_IMG_20150821_125256_cell_19.png;train;parasitized;(160, 160);0;222
C99P60ThinF_IMG_20150918_141314_cell_123.png;train;parasitized;(136, 151);0;237
C116P77ThinF_IMG_20150930_172112_cell_107.png;train;parasitized;(127, 139);0;221
C65P26N_ThinF_IMG_20150818_154010_cell_111.png;train;parasitized;(115, 133);0;220
C99P60ThinF_IMG_20150918_141351_cell_111.png;train;parasitized;(142, 148);0;234
C116P77ThinF_IMG_20150930_171635_cell_81.png;train;parasitized;(124, 118);0;222
C67P28N_ThinF_IMG_20150819_132441_cell_165.png;train;parasitized;(121, 103);0;223
C171P132ThinF_IMG_20151119_153347_cell_211.png;train;parasitized;(133, 124);0;213
C99P60ThinF_IMG_20150918_141001_cell_99.png;train;parasitized;(151, 139);0;230
C80P41ThinF_IMG_20150817_111121_cell_157.png;train;parasitized;(193, 160);0;216
C132P93ThinF_IMG_20151004_152808_cell_28.png;train;parasitized;(127, 124);0;231
C80P41ThinF_IMG_20150817_111121_cell_143.png;train;parasitized;(145, 142);0;225
C97P58ThinF_IMG_20150917_151903_cell_22.png;train;parasitized;(118, 112);0;233
C140P101ThinF_IMG_20151005_210207_cell_166.png;train;parasitized;(145, 181);0;227
C51AP12thinF_IMG_20150724_161126_cell_114.png;train;parasitized;(109, 97);0;218
C182P143NThinF_IMG_20151201_171905_cell_158.png;train;parasitized;(124, 100);0;217
C68P29N_ThinF_IMG_20150819_133447_cell_169.png;train;parasitized;(136, 127);0;229
C116P77ThinF_IMG_20150930_171635_cell_95.png;train;parasitized;(109, 118);0;233
C182P143NThinF_IMG_20151201_171950_cell_158.png;train;parasitized;(106, 106);0;206
C137P98ThinF_IMG_20151005_155704_cell_67.png;train;parasitized;(136, 154);0;226
C132P93ThinF_IMG_20151004_151701_cell_139.png;train;parasitized;(109, 118);0;242
C156P117ThinF_IMG_20151115_155104_cell_262.png;train;parasitized;(124, 130);0;207
C68P29N_ThinF_IMG_20150819_133447_cell_141.png;train;parasitized;(124, 136);0;225
C182P143NThinF_IMG_20151201_171905_cell_170.png;train;parasitized;(121, 115);0;201
C39P4thinF_original_IMG_20150622_105102_cell_82.png;train;parasitized;(115, 124);0;223
C132P93ThinF_IMG_20151004_152353_cell_135.png;train;parasitized;(145, 118);0;222
C101P62ThinF_IMG_20150918_151942_cell_72.png;train;parasitized;(148, 160);0;237
C182P143NThinF_IMG_20151201_171950_cell_170.png;train;parasitized;(106, 106);0;208
C162P123ThinF_IMG_20151116_102751_cell_153.png;train;parasitized;(130, 136);0;202
C159P120ThinF_IMG_20151115_191301_cell_231.png;train;parasitized;(115, 124);0;217
C132P93ThinF_IMG_20151004_152808_cell_14.png;train;parasitized;(115, 112);0;236
C189P150ThinF_IMG_20151203_141406_cell_99.png;train;parasitized;(100, 136);0;187
C131P92ThinF_IMG_20151004_145224_cell_136.png;train;parasitized;(133, 118);0;237
C133P94ThinF_IMG_20151004_155144_cell_134.png;train;parasitized;(139, 136);0;227
C68P29N_ThinF_IMG_20150819_133350_cell_164.png;train;parasitized;(112, 151);0;232
C132P93ThinF_IMG_20151004_152642_cell_22.png;train;parasitized;(151, 136);0;235
C39P4thinF_original_IMG_20150622_113126_cell_7.png;train;parasitized;(124, 121);0;232
C133P94ThinF_IMG_20151004_155144_cell_120.png;train;parasitized;(139, 139);0;226
C68P29N_ThinF_IMG_20150819_133350_cell_170.png;train;parasitized;(148, 142);0;229
